,0
24186,李 现买 垃圾 月 风扇 问题 售后 说子 开过 问问 子卖 手 重组 考虑
24187,显示 模糊 看着 糟心 楼上 情况 妈 激活 退
24188,发 不好 声音 半个 时 发烫 寸 有点 偏 点点 满意
24189,插 源线 池量 直 下降 风扇 噪音 太 吵 要死
24190,最差 次 购物 体验 溜秋 都 没有 鼠标 还要 再配 包 没有
24191,发 声音 太 流音 太看 视频 根没 办法
24192,极差 非常 差 难看 不好 无
24193,差 实在 太差 买回来 直出 问题 直 还 解决 不好 质量 实在 太差
24194,买 几个 月 真的 挺 失望 黑 卡住 没 开 几个 网页 风扇 声音 轰隆隆 别声 差
24195,几天 降价 故障 售后 说 退货 修好 发还 质量 问题 七天 无由 虚
24196,买 几天 开 换 没用 多久 现在 开 系统 卡死 系 客服 好像 都 解决不了 感觉
24197,几分钟 发烫 打个 人工 咨询 结打 人工 接都 不接 差评 差评
24198,买 第天 滋滋 滋 声音 听 舒服 接下来 几天 卡 直接 黑 桌面 直在 卡 真的 懂 操作 真的 失望 真的 很卡 开 很慢
24199,非常 不好 推荐 购买 打开 烧 还 自动 关 问题
24200,这扇 设计 夏天 没法用 扇太差
24201,无论是 上网 打开 文件 半时 经常 死 启动 都 令人 失望 办公
24202,划痕 没有 原装 保护膜 退货 客服 九点半 上班 太有 脾气
24203,找 客服 推来推去 商家 客服 找 找 商家 说 虚拟 商品 赠送 西 说 玩玩 欺骗 消费者
24204,垃圾 产品 手 不周 蓝 硬盘 故障 客服 直接 不予 朋友 上当受骗 垃圾 产品
24205,确实 太差 开 慢 最 重要 买 降价 还 价格 保护
24206,刚买周 蓝次 死次 没法 换 没法 退 直 都 买西 现在 感觉 质量 服务 下降
24207,死 说好 永久 办公 件 试用 几天 垃圾
24208,差劲 买 不个 月 打不开 系统启动 还要 返厂 维修 接受 要求 退货
24209,明明 点 赠送 鼠标 还 买 客服 直 推脱 说 送 即止 压根 没 鼠标 送 挂上去 真是 态 差评
24210,第次 最后 次用 垃圾 还 七天 无由 退款 说 损坏 明明 故意 强买强卖 供货商 官方 客服 相互 踢皮球 反正 直 举报 投诉 不信 退货 查货 都 没 问题 你家 问题 还 退回
24211,品控 差 几天 键盘 掉 买回来 滋滋 声 问 售后 没 解决
24212,买 第七天 接连 问题 无语 重启 都 重启 那种 直接 白 那种
24213,都 售后服务 太 差 请教 都 不睬 分工 太细 无法 体验 服务 水准 口号 质量
24214,边框 缝隙 都 伸进去 指甲盖 怀疑 拆装 名不虚传 换货 要周 影响 找 客服 还直
24215,啃 爹 说 绿 眼睛 问题 荷绿 总要 看 有点 绿 反光 都 看不出来 绿 售后 退货 购买 选不 换货 麻烦 家选个 银 别多花 买个 绿 结 官方 说 绿 绿
24216,良心 评价 超级 差 会声会 影全 动 试 几次 都 根 不值 价 伙伴 慎重
24217,体验 非常 差 买来 没 几天 鼠标 不见 卡着 不动 说 裸 还 问题 服
24218,刚收 刚用 打不开 申请 换货 取 走 直 拖延时间 知道 打话 说 帮 催下 几次 没 解决 找
24219,都 说 来说 配置 玩 玩 都 卡 调 最低 配置 点多 找 客服 说 隔天 隔天 找哩直 显示 已读 回 都 问题 真的 无 语
24220,慢 起来 非常 方便 买 鼠标 都 没有 头次 见 差评
24221,安装 几个 件 卡 还会 死 连接点 经常 无 访问 权限 系 客服 说 申请 退换货 时间 每天 都 办公
24222,没有 不带 键盘 膜 都 没有 显示 膜 没有 客服 聊 都 回 太 失望
24223,时间 自动 同步 买来 感觉 不太 满意 差评 差评
24224,买回来 没 几天 降 好几百 真心 不爽 般般 划伤 上网 后悔 没选
24225,垃圾 写 送 鼠标 没有 解释 说 送 没 买 说 买 降价 说 超过 报价 时间 说 货 手上 天 省 调货 垃圾 买
24226,感觉 点 不好 售后 话 堆 废话 说 买 多月 还 没 正用
24227,物流 素质 地下 摔 子 很般 风扇 噪音 声 闹心 慎买 慎买
24228,差评 商品 描述 物品 不符 货家 说 赠品 限量 补发 态 恶劣
24229,下载 超级 慢 鬼 随便 干点 风扇 呼呼 响 整体 感受 很差 退货 反正
24230,质量 太 差 买回来 两周 源 接口 坏掉 昨天下午 找 售后 维修 说 点前 审核 结束 现在 音讯全无 简直 无语
24231,般般 价格 还天 两头 降价 难道 产品质量 差劲 周内 降价 觉得
24232,超声 说好 独显 假 骗人 耳 插入 链接 不上 起来 还卡 千万别 买
24233,回来 天 卡死 次 找 客服 顿 操作 换 次 天 卡死 次 然次 比次 服气 次 购物
24234,没有 有线网 口 买 没有 重点 说明 网 自动 激活 退 还 说 天无由 退货 真 恶心
24235,售后 话 女 客服 服务 态 欠 钱样 通话 分钟 分半 都 说 语气 友好 见 最差 售后 喜欢 售后服务 态断 退货 再也 不买
24236,款 真的 不怎么样 卡 要死 没 玩 几次 毁 推荐 买 真的 挺 垃圾
24237,般太差 般般 无 鼠标 无包
24238,差评 差评 差评 最差 次 购物 体验 收后 发现 少 鼠标 系 自营 店 客服 客服 说 提交 寄送 需要 工作日 问 这么久 客服 反问 需不需要 提交 寄送 难道 花钱 购物 西少 我要 工作日 客服 讲 分开 寄送 晕 分开 寄送 商品 备注 鼠标 寄送 工作日 备注 影响 用户
24239,差 打开 烫手 买 没 几天 开卡顿 偶黑 开后 分钟 之内 正常 池蓄 耗 真 后悔 网上 买西 真的 差 太 差
24240,先不说 产品质量 隔 多天 元 买入 价格 相差 元有 差价 天 价格 保护 价格 保护 有期 差评 差评 差评 差评 差评 差评 差评 差评 差评 差评 差评
24241,买 便宜 块 基 包 鼠标 都 没有 最 重要 点 整都 塑料 建议 实体店 买 买 知道
24242,差 极点 换 次货 样 问题 客服 只会 说句话 解决问题 都 没有 真的 坑 太 差劲
24243,声音 下单 鼠标 告知 前 下单 鼠标 先下 先得 感觉 欺骗 感觉 体验 感 不好
24244,极差 正常 刷 网页 都 烫 极 推荐 购买 后悔 购买 后悔 购买 后悔 购买 系统 激活 商家 协商 都 退换 肠子 都悔青 希望 广 消费者 擦亮 眼晴 系 购买 同事 买 羡慕 嫉妒 恨
24245,家 看看 差评 池 没有 键盘 位置 凹凸不平 手感 贼 差
24246,第个 摄像头 无法 找换 货 换回来 明暗 均匀 质量 把关 真是 做 太差 索 直接 退货
24247,差评 开 设置 时遇 懂 问 客服 我系 卖家 客服 卖家 客服 指挥 半天 最后 告诉 系个 售后 兜圈子 不来点 专业 步位 买西 推脱
24248,差评 这次 购物 非常 满意 售后 根找 不人 客服 信息 回 激活 激活 安装 没有 教 差评
24249,太差 太 安装 件 正常 正 还 退货 真是
24250,买 过来 感觉 不太好 时间 杂音 客服 说 陶瓷 容 结构 导致 觉得 舒服 滋滋 流声 知道 原因 觉得 连手 时 没干 停 桌面儿上
24251,简直 垃圾 买来 两个 月 没装 件 黑过 次 现在 白 知道 黑 没 起来 拍照 参考 白
24252,吃 鸡 都 玩 早 知道 不买 手 都 玩 千多 玩
24253,垃圾 带不动 都 买 时 没 问不代 动 第次 网上 买 感觉 太 失望
24254,别别 差 现在 都 激活 技术员 没 解决 问题 用来 办公 最基 都 没 解决 后悔 死 买 售后 千万别 买 上当
24255,买 降价 满百 享受 价格 保护 购买 商品 毛样 说 送 鼠标 享受 价格 保护 现在 送 模样 鼠标 祝倒 买 没 专属 客服 售后 根不
24256,客服 点 不好 开出 点 事故 没人 影响 心情 无言以对 店 欺客
24257,差评 差评 差评 气死 第天 流声 急 没有 退换 现在 每晚 夜深人静 时 工作 烦死 简直 耳鸣
24258,真心 不多 说 花多 买 十天 直接 开 关键 里面 好多 有用 文件 非常 着急 没 办法 系 卖家 客服 都 没人管 都 客服 真 服 看 评价 千万别 买
24259,说 次 恶心 弄 半天 安装 发现 键 脱落 系统 进去 爱奇艺 预装 因手 伤害 老客户
24260,差评 货 激活 时 滋滋 声 倒霉 太 冲动 买
24261,货第天 降价 元 因送 元 鼠标 导致 价格 保护 退 差价 差评 物流 确实 接下来 售后 件 问题 情况 再向家 反馈
24262,绝对 差评 自营 店 欺骗 消费者 下单 时 写明 赠送 鼠标 没有 标明 数量 限制 客服 不样 工作日 没有 下文 官方 客服
24263,差级 好好 磕 磕碜 磕碜 看吧 点 说法 都 没 我要 气 吐
24264,刚买 降价 问 客服 客服 说 天 保价 期 活动 中 含义 评价 很差 没 开会 发烫 差
24265,集成显卡 跑 分 坑得 掉 渣 详情页 面上 明显 标示 掉 坑里 购买 须 谨慎
24266,打开 超级 声音 还 爆炸 充了 上午 下午 还 没有 两个 时 没有
24267,莫名 两次 突然 关 两次 亏 还 信任 买 保障 服务 鼠标 直 都 星期 还 太 辜负 买家 信任
24268,下载 件 没有 办法 正常 安装 温 超级 高 没有 办法 正常
24269,蓝 频率 太 高 不忍 差评 差然 便宜 没好 货 慎重
24270,比较 发 风扇 声音 估计 多长时间 非常 不好
24271,买 十几天 问题 连接 网络 问题 孩子 视频网 课根 没 办法 售后 说 超天 退货 维修 买 个子 维修 难道 买西 真的 碰气 第次 买 西 知道 没 信心 没 信心 做 朋友 告诉 网上 都 翻 经销商 有没有 欺骗 消费者 砸 招牌
24272,太坑 家 购买 注意 够买 周后 还 没有 价保 过期 申请 说明 水 深
24273,巨卡 不怎么样 非常 不好 用刚 买 没多久 非常 卡 听 音乐 看 视频 音质 嘈杂 没 上班 根算 没 用过 没 打过 游戏 真是 气死
24274,默认 分辨率 垃圾 之极 看 眼晕 说 问题 客服 说 我系 技术 眼睛 看 问题 技术
24275,买 刚开 显示 未 安装 硬盘 研究 下午 选 结给 差评 建议 买
24276,真的 垃圾 个件 声音 别响 键盘 烫手
24277,买 几天 卡死 直接 卡死 次 全没 失望 客服 解决问题 回复 官方 醉
24278,收个 星期 打开 商品 不个 星期 网页 卡顿 关闭 都 关不了 流畅 怀疑 手 子 退换货 时间 找 商家 换 商家 我系 客服 太忙 忘 这件 事 买 售后 好点 气 肝 疼 家慎 买 次 失败 购买 体验 献给 家
24279,发 壳 塑料 感太强 子 噪音 没有 赠品 包装 简陋 总体 来说 感觉
24280,买回来 开 卡死 现在 还 没个 月 时间 直接 蓝 没买 买 直接 忽略 垃圾
24281,真的 绝 申请 换货 换货 问题 昨天 昨天 打开 看 看 还 正常 结 连开 都 开 太 生气 没见 不靠 谱 官方 旗舰店
24282,差差 非常 差 客服 找 人工 难 找 子 激活 天才 系 客服 客服 弄 时 都 怀疑 身 问题 激活 没法 退 建议 购买 购买 谨慎 买买 堆 烦恼
24283,公元 年月日 款 产品 标价 秒杀 活动 价 公元 年月日 标价 随意 更改 标价 卖 钱 卖 钱 入手 谨慎 持续 跟踪 打卡 换 下载 直 高温 报警 申请 更换
24284,卡顿 真的 卡死 那种 蓝 闪闪 亮 忽明忽暗 刚买 没 两天 第次 差 评卡顿
24285,慢差 差 还 没用 月 开老 黑 开键 几次 质量 真是太 差 建议 购买
24286,拆开 划痕 黑点 月 号 下单 号 收 月 号 白 黑 很无语 真心 后悔
24287,网上 购给 差评 没有 时间 实体店 网买 因是 白 遇 问题 解决不了 问 客服 晚上 没有 回应 奉劝 白们 看好 型号 实体店 真的 买 后续 还 买 包 买 鼠标 怕麻烦 实在 太难
24288,里面 焊接 内存条 插槽 还要 买个 内存条 太坑
24289,慢 买天 死 几次 重启 好几分钟 声音 连接 无线网 老是 掉线 总卡
24290,都 说 买 这款 质量 太 差劲 买 不周 发现 键帽 脱落 换 修 真棒 再也不会 网上 买 这种 稍 贵重 子 产品 专卖店 便宜 活动 还 现场 看 产品
24291,买 还 没进 系统 死 两天 死 几次 星期 时间 开 报错 西
24292,别差 手 拍出 片 手里 清楚 传上 片 清楚 申请 退货 迟迟 退 退还 包装 包装 纸盒子 打开 包装 早 搞坏 赔付 费用 购买 时 没有 说 包装盒 坏 退 反复 沟通 解决 非常 不愉 次 购物 体验
24293,不来 客服 聊下 直 都 自动 回复 没 人工 客服 退款 退货 买 急用 方便 确找 人工 不个 说 明天 没有 人工 客服 回复 退货 退款 重加 钱 买 苹好
24294,手 第天 死 无法 关 客服 提供 解决办法 质量 服务 太 差 键盘 壳 都 颜 视觉 感 非常 不好
24295,差评 玩游戏 用会 发烫 还 没 玩 池 那量 简直 流水 样 两个 时
24296,差评 差评 价格 全 欺骗 买 显示 秒 杀价 原价 高兴 买 收查 做 活动 找 售后 结因 买 没有 截 没有 证据 客服 退元 立马 价格 提高 显示 促销 这全 商业 欺诈 做生意
24297,物流 力点 第天 卡死 真的 垃圾 别买 都 客服 句 话 告诉 没有 话
24298,超级 差 日常 上网 真的 烦死 买来 上网 课 上网 逗我 页面 卡 叉 掉
24299,极差 开 没多久 发烫 还 千多 子 滋滋 流声 持续 伴奏 烦底 买 吃亏
24300,款 称 垃圾 战斗 买回来 品 嗤 嗤 响 找 技术 直 没有 办法 解决 疫情 在家 办公 用谷歌 浏览 打天 猫 死 压根 上班族
24301,刚买 没多久 死 崩溃 黑 简直 太 失望 高 价位 用户 体验 简直 差 办公 起来 超级 破坏 心情 失望透顶 期望 高
24302,慢般 极差 发烫 般般 价钱 全 不符 同价位 买 更好 太差 真的 担心 安全隐患 噪声 非常 吃亏 买
24303,讲得 全是 地摊货 做工 质感 极差 全全 垃圾 塑胶产品 代工 垃圾 说 沾边 应有 品牌 质量
24304,质量 实在 太差 换回来 不个 月 风扇 硬盘 老是 叽叽 叽 响 吵得 烦死
24305,真不说 买 没 几天 降价 降 元 上次 限时 活动 限时 活动 问问 你家 活动 买 平衡 下单 衡量 买 没过 周 便宜
24306,次 购买 子 产品 幸得 质量 问题 知道 非常 幸 产品 平 月 号手 整天 充 插源 无法 开
24307,满意 非常 差 都 没有 鼠标 没有 鼠标垫 没有 包 没有 膜 没有
24308,掉 漆 怀疑 次品 官方 购买 承诺 天无由 退货 现在 退货 还要 满足 退货 条件 天无由 退货 歧视 以次充好 欺骗 消费者
24309,满意 购买 卡顿 实用 比较 少 放 这次 买个 好点 黑卡顿 客服 找 客服 系 售后 推脱 找 解决办法 真 空调 厂家 售后服务
24310,包装 太 简陋 充线 还 没有 包装 没有 鼠标 没有 西 根 块钱 样子 差评
24311,来用 段时间 感觉 还 挺 结有 天 不开 办法 开 都 开 结 突然 开 修复 段时间 很卡顿 盘 没有 内存 看来 同事 久 都 没有 这种 情况 看来 系列 真 这家 店卖 假货 系列
24312,产品 质量 问题 商家 找 不让 退货 商家 无良 商家 回来 第天 发现 质量 问题 商家 竞然 承认 质量 问题 商家 无良 商家
24313,买 降 百 卡卡 直接 不动 只强 关发 非常 键盘 地方 烫
24314,第次 差评 买回来 几天 黑 都 不开 客服 说 硬件 问题 需要 换 主板 买 不个 月 问题 没有 任何人 损坏 情况 现在 这种 情况 还 退换 作 知名品牌 质检 售后 太差 谨慎 购买
24315,喊 天 第次 买 遇 第天 触摸板 两天 经常 失灵 退货 结啥 懂 激活 现在 换 还 知道 换 成功
24316,不好 沙沙沙 声音 很声 发烫 还会卡
24317,买 回直 没有 资料 都 旧里 启用 发现 待会儿 自动 关 发现 已过 退换 期 系 客服 还原 系统 情况 更糟 突然 关 重启
24318,战 之间 纠结 久 最后 最终 买 解决 收货 当天 后悔 开 发烫 客户 系 解决不了 寄 回去 看 没 解决 真是 悔 死 看来 列入 黑名单
24319,办公 都 没有 经常 莫名 妙 卡卡 差 很差 总 莫名 妙 烫 真心 不值 同等 价钱 品牌 配置 高 显卡 还 没 功 没 赠品 建议 买 价钱 稳定 买 秒杀 正好 超过 天价 保就 降价
24320,非常 差 般般 风扇 声音 相当 吵 头痛 网银上 购买 差评 下载 说 多买个 用来 做 文件 实在 不划算 整个 办公室 听 声音 选择 静音 模了 都 温 高
24321,极慢 极差 开 下载点 西 直接 烫手 连接 着源 自动 关 垃圾 家 买
24322,第天 玩 闪退 开 独立 显卡 结狂 掉 关 垂直 同步 结 我佛 都 年 买 都 玩 何用 这破 显卡 还 几年 前 买 至少 稳定 发 超级 恐怖 还 买 好歹 发烧 而生
24323,巨 开 十几分钟 打开 烫手 买 没 几天 知道 突然 卡死 价格 很绝 天价 保 卖家 第八天 降价 真心 无话可说
24324,多月 问题 超多 产品 比较 差 知道 都 买回来 经常出现 问题 问题 频率 超级 高 差评 差评 失望 失望
24325,我颗 星 都 卡 白下 系 售后 系不上 差差 差般 般般 卡
24326,商品 次货 无法 开 现象 天 换货 刚用 几天 死 情况 这种 情况 还 相信 自营 品牌 感觉 伤心 辜负 众 信任
24327,差评 再也不会 买 西 退换 质量 都 好坏 系不人 客服 推 商家 商家 推 客服 质量 不好 次 发来 风扇 坏 换 没用 几天 键盘 失灵 还系 客服
24328,说 还 差评 因购 明明 标注 赠送 鼠标 收 裸 客服 说 鼠标 限量 赠送 标注 注明 赠 鼠标 没有 说 限量 赠送 客服 说 后期 申请 直 放鸽子 直 现在 月 丝毫 没有 消息 说 鼠标 鼠标 送 送 几十块 钱 觉得 标注 赠送 并未 执 太 诚信 说 截证
24329,开 很慢 十七 秒 开件 慢 极差 会遇 桌面 卡死 任务栏 卡死 无法 改善 重置 系统 很菜 款 建议 购买 建议 购买 建议 购买
24330,垃圾 回来 时 死 黑 明显 退货 刮痕 退货 半个 月 还 没 退款 左 推右 推太差
24331,非常 不好 没事 死 开个 表格 开 好几遍 白 都 知道 花多 买个 不好 好看 真是 建议 购买
24332,差般 用会 发烫 风扇 声音 用过 好几个 风扇 声音 最 以买 没是 买 发动 回来 还 退 后悔 死
24333,非常 差 声音 开卡 半天 都 开不开 还直 重启 开 过会儿 鼠标 指针 就会 不动 建议 买 差评
24334,商品 说明书 都 没有 保修卡 没有 话系 售后 投诉 没 回应 元 买 服务 没收 话系 没人接
24335,买回来 温就别 高 用个 飙 风扇 声音 手摸 都 烫手 这辈子 都 买
24336,没有 配个 鼠标 打开 都 进不去 系统 在线 客服 没 打话 没人来 说 客服 问题 没有 配上 包 纸盒子 回来 包装 满意 花 千点 都 满意 商家 服务 满意 收款 都
24337,开闪 横线 闪 断退 浪费时间 还要 礼拜 退款 太 失望
24338,很般 全 不值 价 难怪 说 买 轰隆隆 型 好点没 优点 看 眼睛 花 知道 价钱 非常 坑 下子 几百 价值
24339,两天 没 鼠标 直 转圈 黑 根用 急用 根不 再也 相信 明天 客服 解决不了 退
24340,真的 很丑 超 难受 塑料 感 掰开 显示 生硬 键盘 超级 差 以才 买 建议 买
24341,第次 开 激活 问题 客服 话 半个 时才 接通 人工 客服 客服 技术工 远 协助 下才 进入 系统 发现 预装 版 宣传 介绍 版 废 上午 时间 技术工 远 卸载 重 装版 真 没
24342,评论 差评 定是 差评 我要 说明 点 买 分区 盘个 区 意思 所有 件 都 装盘 你家 神仙 做 装盘 卡 懒得 分区 分区 基础 问题 还 需要 问 希望 说法 我家 亲戚 上学 现在 影响 孩子 上学 没有 配件 没有 没有 背包 没有 鼠标 真的 没法 店家 真是 第次 遇
24343,翻盖 自动 开 源 设置 没有 主板 或硬件 问题 直接 选择 退货 包装 简易 胶带 密封 不严 背面 污迹 怀疑 手
24344,第次 买 键盘 左上角 磁磁 声音 客服 售后 通 设置 照样 告诉 没 办法 反正 千万别 买 风扇 呼呼 声音 太 夸张
24345,巨 流声 键盘 直 滋滋 滋滋 好好 声音 打话 序员 都 没 解决 客服 都 回 信息 发了 信息 问 句 话 没回 无 语 解 辛辛苦苦 攒 钱 买 糟心 玩意 裸 寝室 每个 都 直 滋滋 滋滋 关根 停不下来 醉 买 几天 真的 绝望 还 十八岁 礼物 十八岁 过得 真的 糟心 次 买 买 次 真的 无 语
24346,毫无疑问 差评 月 号 下单 下单 说 号 送达 改成 改成 号 送 昨天 改成 号 送 收号 开 分钟 滚烫 冬天 里 暖手 非常 合适 隔离 在家 办公 真的 退货 系统 调货 推再 推 配送 时间 改 次 千块 钱 买 暖手 宝 忍
24347,风扇 噪音 极 烫手 天 降价 元 垃圾 申请 保价 还 申请 价格 改来改去 商家 玩游戏 客服 扯皮 元 购买 月 日货 月 日 价格 元 天 现在 办 退货
24348,第天 合 起来 开不出 开键 随便 都 没用 送 售后 售后 接设备 开 继续 原封不动 还给 说 问题 再换 我个 消费者 问题 产品 换货 都 不让 换 退 不让 退
24349,购买 天 掉价 实在 上当 比较 厚重 开般 关 还 键盘 看上去 廉价 真心 不值 价钱
24350,差差星 都 没 连接 充 开个 功率 件 直接 卡 退出 垃圾 西 风扇 响 声音 简直 太 买 最高 配 都 简直 太 失望 最后 次 买
24351,垃圾 千万别 买 买回来 每次 盒盖 子重 都 蓝 故障 系 客服 解决 几天 都 解决不了 问题 实在 没 办法 络 要求 退货 反馈 说 刚天 没法 退货 维修 垃圾 家 千万别 上当 买 垃圾 产品
24352,第天 播放 视频 耳 正常 置 喇叭 破音 反馈 客服 说换 返 售后 售后 系统 重置 维修 返回 启用 维修 话 沟通 说换 失实 进步 沟通 要求 换
24353,太差温 建议 家 买 刚买 跳 底下 垫 风扇 怀疑 次品 太 差 经常
24354,买 月 开温 都 没干 找 客服 客服 找 售后 售后 直接 发 公司 慢慢 修 费用 还要 承担 踢皮球 温买 不个 月 保质期 天 天 概不负责
24355,没有 半个 月 白 播放 视频 清晰 非常 差 子 还 年前 老子 看 清晰
24356,差 看个 视频 风扇 声像 直升 太 夸张 确实 吹风 买 后悔 断 卸载 惹不起 躲
24357,买过 最差 没有 产品 服务 产品 系统 件 问题 堆 在线 客服 半天 推给工 工 链接 发就 没 声音 系不上
24358,真的 不好 真的 差 弄 半天 搞 明白 真的 平时 不样 绝 真的 挺厚 买 绿 明明 银 点 都 不好 纯裸 没 送
24359,着急 买 刚过 保价 期 降 好几百 很差 真的 很差 正常 办公 都 比较慢 真不知道 好评 难道 买 差 习惯 好评 第次 差评
24360,太 差 经常 文档 风扇 都 转 呼呼 响 查看 使用率 体验 不好 感觉 不值 价
24361,这次 购买 商品 满意 键盘 滋滋 声音 检测 地点 检测 疫情 不让 进 沟通 技术 客服 说 十代 通病 影响 凑合 没 声音 变 还 抽时间 检测 次
24362,太慢 磁炉 两天 评价 真的 太差 开 几次 闪 发现 开 月份 买 里面 件 显示 月份 好气
24363,颜值 国产 几个 品牌 面前 边缘 满满的 塑料 感 键盘 手感 太 失望 十年 前 键盘 妥妥 前 现在 沦落 成 样子 全 劣质 产品 已死 没有 未来 品牌 最后
24364,态 卖 商品 认人 开 黑店 还 没领 鼠标 配送 鼠标 订单 标成 这是 操作 欺诈 客户 发消息 还蔽 滴 发烫 质量 不好 欺诈 客户 商家 希望 家引 以鉴 注意 购买 买 态好 买 蔽
24365,晚上 刚收 时 开 最 充过 中 老 忽明忽暗 地闪 情况 解答
24366,收 刚网 设置 死 客服 说 重启 遍 相同 位置 死 连续 购买 两次 型号 都 原因 问题 退货 开心 却是 垃圾 气人 狠
24367,差 看 评价 里 有人 说 滋滋 滋 声音 没 中招 百分百 中招 率 太差 太 后悔
24368,显示 边上 平整 颜 太白 看着 不爽 知道 回事 浏览 看个 视频 都 卡卡 垃圾 冬天 看 视频 都
24369,月 充就坏 太 失望 客服 不给力 操作 序太 没 经验 很难 沟通 质量 不好 慎重
24370,慢死 点 都 不好 声音 还 厚 买 第天 白 现象
24371,不好 说 鼠标 配件 都 没有 没有 垃圾 买次 买 买 千万别 买 真的 后悔
24372,第次 买 裂缝 回去 换 现在 员 说 我家 派送 直接 号 派送 来来回回 耽误 多天 真的 无语 真的 着急 这下 十多天 辣鸡 再也 回来 买子 产品
24373,闪退 还 系统 崩溃 颗星 都 垃圾 看个 视剧 都 垃圾 客服 垃圾 干 不家 买 钱 还 买
24374,才刚 卡死 两天 弄 都 手 真的 辣鸡 死 客服 犹犹豫豫 解决问题 还 相互 推卸责任 辣鸡 死
24375,比较 信赖 品牌 差 看 评价 说 天花乱坠 都 托 知道 买 老婆 纯 办公 没用过 几次 安装 件 每次 多久 烫得 简直 不敢恭维 提心吊胆 问题 解决 说法
24376,下单 时 选择 赠 鼠标 款 收 没有 鼠标 咨询 客服 说 赠品 赠 即止 请问 下单 时 提示 赠 即止 欺骗 消费者 咨询 客服 时 不停 截 说 购买 时 没有 添加 赠品 请问 知道 赠品 还 需要 添加 提示 回答 时 换 另个 客服 继续 问遍 问题 翻来覆去 几句话 差评
24377,慢不慢 清楚 网络 问题 在我看来 非常 非常 慢买 第八天 降价 合 欺骗 消费者 钻 七天 无由 保价 空子 太 可恨 打开 非常 刺耳 脉冲 流声 极慢 买 几天 降价 百几
24378,见 最 垃圾 买 不个 月 连天 都 没有 现在 不用 直蓝 循环 卡 要死 要命 奉劝 踏入 门槛 尤是 网上 体验 极 不负责任
24379,无法 激活 系 客服 两次 提示 操作 没 成功 先说 网络 最后 告诉 说 要系 审核 发给 我个 网址 链接 提示 操作 没 成功 奇怪 激活 功 真的 根 没 考虑 客户 感受 客服 水准 太 差
24380,实在 令人 意 正常 操作 前提 白 好久 强制 关了 实在 般 价位
24381,忍无可忍 确实 不怎么样 周 卡死 次 不长 最 可恨 售后 客服 服务 真的 别差 购买 时 客服 说 无线 鼠标 赠送 答应 赠送 有线 鼠标 客服 说 七十个 工作日 足足 十八天 还 没 找 客服 直 知道 猴年马月 赠品 律 没有 找 客服 介入 没用 客服 说根 没有 查询 赠品 明摆着 欺客 挺 后悔 越来越 失望
24382,还好 接受 设计 法 有点 接受 正常 时会 孔 盖住 底部 放在 平面 桌子 等于 自动 堵住 两个 孔 还 看 看 评论 都 没人 发现 问题 发 明白 说 都 托
24383,买回来 子 问题 激活 第天 频繁 死 退换 换 手货 划痕 缺口 花 半个 月 客户 万个 话 最后 退掉 拿手 货 糊弄 客户 太过分 售后 态全 敷衍 解决问题
24384,情况 月 时间 死 觉得 好看 硬件 太 差劲 还 年 都 垃圾
24385,服气 买 发现 会有 流声 声音 还 系列 售后 都 嫌 麻烦 天天 找 结 最后 问题 没 解决 直接 撮合 还 建议 正常 说法 都 没有 滋滋 流声 正常 充 还漏 手指 点 流声 变得 还 告诉 正常 然从 网上 买 风险
24386,开 太慢 反应迟钝 寸 好多 点 都 不好 换个 还 说 激活 换 第次 买 找 自营 买 西 没 送 现在 换 货 感觉 欺骗 家 买西定 看好 情况 换 后边 字 太 看不清 没买 知道 激活 不换 知道 天无由 退货 这是 欺诈 消费者 买 提示 激活 退 投诉无门 西 客服 还 说 活动 买个 钱 风 刮
24387,塑料 感 太重 差差 差 买 没 几天 降价 价格 保护 都 骗人 流畅 键盘 差差 差差
24388,家 看看 月 买 月 激活 激活 直开 蓝 技术工 解决不了 现在 办法 直让 我试 根 没用
24389,垃圾 买回来 提示 启动 关了 蓝 点击 城来 修 重修 系统 还要 真的 还 没用 花钱 维修
24390,产品 取回来 问题 花 系 客服 客服 表示 问题 推 客服 提交 售后 客服 我系 问过 店铺 客服 并未 问题 反馈 明显 不负责任 耽误 事 感觉 这家 店铺 问题
24391,差评 号 购买 期间 蓝和卡顿 现象 申请 售后服务 说 退换货 寄 走过 中 磨损 问题 没有 给出 解决方案
24392,买回来 天开 卡死 系统 崩溃 重装系统 售后服务 非常 差率 低 体验 感别 不好 感觉 差 真的 别买 亏死
24393,请 注意 系统 自动 更后 售后 话 不通 授权 店 说 杀毒 件 冲突 要求 元 重装系统 女朋友 懂 跟着 装 售后 分
24394,说 很烂 死 我根 没有 装 西 老死 都 不用
24395,收 开 风扇 转 瞬间 发烫 开 池 警告 知道 适配 太 问题 体验 分钟 立马 退货
24396,非常 差 显示 模糊 哭 真的 垃圾 太 差劲 差 差评 退货
24397,没见 烂 西 星 都 月 坏 说 内破 保修 沒掉 没放西 压过 真是 破西 公司 售后 超级 烂 真是 气死人
24398,耗差 键盘 烫 忍 毕竟 冬天 捂手 请问 卡口 插 进卡 设计 半夜 气死 生黑 买 后悔 在线 客服 太 垃圾 售后服务 鬼 知道 找 好久 点 都 方便
24399,每天 发 这种 信息 实际上 根 没有 话 件 激活 指望 这件 门店 买 至少 售后服务 肯定 差 还 有点 慢 玩游戏 只用 边公件
